Date;Close
25/02/2011;26.770.001.220.703.100
28/02/2011;27.170.001.220.703.100
01/03/2011;26.929.998.779.296.800
02/03/2011;269.5
03/03/2011;274.5
04/03/2011;2.728.999.938.964.840
07/03/2011;28.095.001.220.703.100
08/03/2011;2.871.499.938.964.840
09/03/2011;2.943.999.938.964.840
10/03/2011;28.029.998.779.296.800
11/03/2011;27.370.001.220.703.100
14/03/2011;2.731.499.938.964.840
15/03/2011;26.245.001.220.703.100
16/03/2011;26.454.998.779.296.800
17/03/2011;2.713.999.938.964.840
18/03/2011;27.679.998.779.296.800
21/03/2011;275.75
22/03/2011;27.345.001.220.703.100
23/03/2011;2.686.000.061.035.150
24/03/2011;26.579.998.779.296.800
25/03/2011;2.686.000.061.035.150
28/03/2011;26.395.001.220.703.100
29/03/2011;26.145.001.220.703.100
30/03/2011;26.479.998.779.296.800
31/03/2011;2.641.499.938.964.840
01/04/2011;2.598.999.938.964.840
04/04/2011;25.604.998.779.296.800
05/04/2011;268.25
06/04/2011;2.651.499.938.964.840
07/04/2011;27.279.998.779.296.800
08/04/2011;27.495.001.220.703.100
11/04/2011;2.746.000.061.035.150
12/04/2011;27.379.998.779.296.800
13/04/2011;28.070.001.220.703.100
14/04/2011;2.823.999.938.964.840
15/04/2011;2.881.000.061.035.150
18/04/2011;28.445.001.220.703.100
19/04/2011;29.120.001.220.703.100
20/04/2011;2.943.999.938.964.840
21/04/2011;29.129.998.779.296.800
25/04/2011;2.878.999.938.964.840
26/04/2011;29.495.001.220.703.100
27/04/2011;29.554.998.779.296.800
28/04/2011;2.986.000.061.035.150
29/04/2011;2.993.500.061.035.150
02/05/2011;30.454.998.779.296.800
03/05/2011;3.048.999.938.964.840
04/05/2011;293.75
05/05/2011;287.5
06/05/2011;28.704.998.779.296.800
09/05/2011;28.704.998.779.296.800
10/05/2011;28.170.001.220.703.100
11/05/2011;272.5
12/05/2011;27.395.001.220.703.100
13/05/2011;26.929.998.779.296.800
16/05/2011;264.0
17/05/2011;2.651.000.061.035.150
18/05/2011;26.845.001.220.703.100
19/05/2011;26.370.001.220.703.100
20/05/2011;2.591.499.938.964.840
23/05/2011;26.254.998.779.296.800
24/05/2011;26.120.001.220.703.100
25/05/2011;2.648.500.061.035.150
26/05/2011;2.656.000.061.035.150
27/05/2011;26.370.001.220.703.100
31/05/2011;2.646.000.061.035.150
01/06/2011;2.559.499.969.482.420
02/06/2011;261.25
03/06/2011;27.095.001.220.703.100
06/06/2011;260.5
07/06/2011;263.0
08/06/2011;2.638.500.061.035.150
09/06/2011;26.679.998.779.296.800
10/06/2011;26.495.001.220.703.100
13/06/2011;26.745.001.220.703.100
14/06/2011;269.25
15/06/2011;2.626.499.938.964.840
16/06/2011;2.578.999.938.964.840
17/06/2011;2.495.500.030.517.570
20/06/2011;24.360.000.610.351.500
21/06/2011;243.5
22/06/2011;243.75
23/06/2011;2.476.999.969.482.420
24/06/2011;249.0
27/06/2011;25.014.999.389.648.400
28/06/2011;2.578.999.938.964.840
29/06/2011;260.25
30/06/2011;2.653.500.061.035.150
01/07/2011;26.345.001.220.703.100
05/07/2011;26.895.001.220.703.100
06/07/2011;2.668.500.061.035.150
07/07/2011;267.75
08/07/2011;2.631.499.938.964.840
11/07/2011;2.578.999.938.964.840
12/07/2011;25.670.001.220.703.100
13/07/2011;26.279.998.779.296.800
14/07/2011;2.573.500.061.035.150
15/07/2011;2.525.500.030.517.570
18/07/2011;2.481.999.969.482.420
19/07/2011;24.385.000.610.351.500
20/07/2011;24.339.999.389.648.400
21/07/2011;2.408.000.030.517.570
22/07/2011;241.5
25/07/2011;24.289.999.389.648.400
26/07/2011;2.449.499.969.482.420
27/07/2011;2.411.999.969.482.420
28/07/2011;23.864.999.389.648.400
29/07/2011;2.395.500.030.517.570
01/08/2011;24.135.000.610.351.500
02/08/2011;2.431.999.969.482.420
03/08/2011;24.189.999.389.648.400
04/08/2011;23.585.000.610.351.500
05/08/2011;238.0
08/08/2011;2.341.999.969.482.420
09/08/2011;234.75
10/08/2011;23.485.000.610.351.500
11/08/2011;24.085.000.610.351.500
12/08/2011;24.035.000.610.351.500
15/08/2011;2.456.999.969.482.420
16/08/2011;2.515.500.030.517.570
17/08/2011;26.320.001.220.703.100
18/08/2011;26.479.998.779.296.800
19/08/2011;2.661.499.938.964.840
22/08/2011;26.470.001.220.703.100
23/08/2011;2.688.500.061.035.150
24/08/2011;272.5
25/08/2011;2.746.499.938.964.840
26/08/2011;2.788.999.938.964.840
29/08/2011;28.495.001.220.703.100
30/08/2011;28.745.001.220.703.100
31/08/2011;2.891.000.061.035.150
01/09/2011;29.070.001.220.703.100
02/09/2011;28.920.001.220.703.100
06/09/2011;2.823.999.938.964.840
07/09/2011;28.579.998.779.296.800
08/09/2011;2.853.999.938.964.840
09/09/2011;271.25
12/09/2011;27.370.001.220.703.100
13/09/2011;2.728.500.061.035.150
14/09/2011;2.683.500.061.035.150
15/09/2011;2.633.500.061.035.150
16/09/2011;263.0
19/09/2011;26.279.998.779.296.800
20/09/2011;25.945.001.220.703.100
21/09/2011;2.519.499.969.482.420
22/09/2011;239.25
23/09/2011;2.314.499.969.482.420
26/09/2011;2.359.499.969.482.420
27/09/2011;24.085.000.610.351.500
28/09/2011;233.5
29/09/2011;23.114.999.389.648.400
30/09/2011;22.889.999.389.648.400
03/10/2011;2.234.499.969.482.420
04/10/2011;2.265.500.030.517.570
05/10/2011;2.276.999.969.482.420
06/10/2011;23.439.999.389.648.400
07/10/2011;22.435.000.610.351.500
10/10/2011;2.263.000.030.517.570
11/10/2011;22.339.999.389.648.400
12/10/2011;2.294.499.969.482.420
13/10/2011;23.764.999.389.648.400
14/10/2011;2.395.500.030.517.570
17/10/2011;234.0
18/10/2011;231.5
19/10/2011;23.614.999.389.648.400
20/10/2011;23.164.999.389.648.400
21/10/2011;24.485.000.610.351.500
24/10/2011;2.508.000.030.517.570
25/10/2011;2.365.500.030.517.570
26/10/2011;2.336.999.969.482.420
27/10/2011;23.460.000.610.351.500
28/10/2011;23.514.999.389.648.400
31/10/2011;2.269.499.969.482.420
01/11/2011;22.364.999.389.648.400
02/11/2011;224.0
03/11/2011;2.268.000.030.517.570
04/11/2011;2.301.999.969.482.420
07/11/2011;233.0
08/11/2011;22.960.000.610.351.500
09/11/2011;2.301.999.969.482.420
10/11/2011;230.0
11/11/2011;2.339.499.969.482.420
14/11/2011;2.309.499.969.482.420
15/11/2011;239.5
16/11/2011;235.75
17/11/2011;23.214.999.389.648.400
18/11/2011;2.341.999.969.482.420
21/11/2011;2.321.999.969.482.420
22/11/2011;23.289.999.389.648.400
23/11/2011;23.160.000.610.351.500
25/11/2011;22.960.000.610.351.500
28/11/2011;2.246.999.969.482.420
29/11/2011;225.25
30/11/2011;2.338.000.030.517.570
01/12/2011;2.331.999.969.482.420
02/12/2011;22.714.999.389.648.400
05/12/2011;2.339.499.969.482.420
06/12/2011;23.285.000.610.351.500
07/12/2011;226.75
08/12/2011;2.256.999.969.482.420
09/12/2011;22.464.999.389.648.400
12/12/2011;218.5
13/12/2011;21.864.999.389.648.400
14/12/2011;21.510.000.610.351.500
15/12/2011;213.75
16/12/2011;2.109.499.969.482.420
19/12/2011;2.153.000.030.517.570
20/12/2011;2.228.000.030.517.570
21/12/2011;21.989.999.389.648.400
22/12/2011;22.139.999.389.648.400
23/12/2011;21.964.999.389.648.400
27/12/2011;22.285.000.610.351.500
28/12/2011;226.75
29/12/2011;224.25
30/12/2011;22.685.000.610.351.500
03/01/2012;2.271.999.969.482.420
04/01/2012;2.266.999.969.482.420
05/01/2012;2.195.500.030.517.570
06/01/2012;221.75
09/01/2012;22.185.000.610.351.500
10/01/2012;2.259.499.969.482.420
11/01/2012;23.489.999.389.648.400
12/01/2012;23.389.999.389.648.400
13/01/2012;225.25
17/01/2012;22.514.999.389.648.400
18/01/2012;22.485.000.610.351.500
19/01/2012;22.664.999.389.648.400
20/01/2012;22.539.999.389.648.400
23/01/2012;2.194.499.969.482.420
24/01/2012;2.204.499.969.482.420
25/01/2012;2.171.999.969.482.420
26/01/2012;2.196.999.969.482.420
27/01/2012;21.735.000.610.351.500
30/01/2012;21.660.000.610.351.500
31/01/2012;2.150.500.030.517.570
01/02/2012;21.410.000.610.351.500
02/02/2012;21.560.000.610.351.500
03/02/2012;2.159.499.969.482.420
06/02/2012;2.188.000.030.517.570
07/02/2012;2.209.499.969.482.420
08/02/2012;2.200.500.030.517.570
09/02/2012;216.0
10/02/2012;2.153.000.030.517.570
13/02/2012;2.123.000.030.517.570
14/02/2012;2.041.999.969.482.420
15/02/2012;20.039.999.389.648.400
16/02/2012;1.993.000.030.517.570
17/02/2012;2.000.500.030.517.570
21/02/2012;20.464.999.389.648.400
22/02/2012;200.75
23/02/2012;202.0
24/02/2012;203.25
27/02/2012;2.044.499.969.482.420
28/02/2012;20.614.999.389.648.400
29/02/2012;20.314.999.389.648.400
01/03/2012;204.0
02/03/2012;20.164.999.389.648.400
05/03/2012;201.5
06/03/2012;1.929.499.969.482.420
07/03/2012;18.839.999.389.648.400
08/03/2012;18.935.000.610.351.500
09/03/2012;18.560.000.610.351.500
12/03/2012;18.260.000.610.351.500
13/03/2012;18.535.000.610.351.500
14/03/2012;182.75
15/03/2012;1.844.499.969.482.420
16/03/2012;18.135.000.610.351.500
19/03/2012;182.5
20/03/2012;18.310.000.610.351.500
21/03/2012;1.846.999.969.482.420
22/03/2012;1.769.499.969.482.420
23/03/2012;178.75
26/03/2012;1.788.000.030.517.570
27/03/2012;18.735.000.610.351.500
28/03/2012;182.0
29/03/2012;1.764.499.969.482.420
30/03/2012;1.824.499.969.482.420
02/04/2012;1.861.999.969.482.420
03/04/2012;18.535.000.610.351.500
04/04/2012;184.75
05/04/2012;183.0
09/04/2012;1.780.500.030.517.570
10/04/2012;17.814.999.389.648.400
11/04/2012;18.064.999.389.648.400
12/04/2012;18.289.999.389.648.400
13/04/2012;1.791.999.969.482.420
16/04/2012;1.746.999.969.482.420
17/04/2012;1.730.500.030.517.570
18/04/2012;17.264.999.389.648.400
19/04/2012;17.364.999.389.648.400
20/04/2012;1.776.999.969.482.420
23/04/2012;1.776.999.969.482.420
24/04/2012;182.5
25/04/2012;1.759.499.969.482.420
26/04/2012;1.746.999.969.482.420
27/04/2012;175.0
30/04/2012;1.779.499.969.482.420
01/05/2012;18.285.000.610.351.500
02/05/2012;1.813.000.030.517.570
03/05/2012;1.743.000.030.517.570
04/05/2012;173.5
07/05/2012;17.414.999.389.648.400
08/05/2012;17.514.999.389.648.400
09/05/2012;17.514.999.389.648.400
10/05/2012;178.5
11/05/2012;1.765.500.030.517.570
14/05/2012;17.739.999.389.648.400
15/05/2012;1.770.500.030.517.570
16/05/2012;17.739.999.389.648.400
17/05/2012;17.864.999.389.648.400
18/05/2012;1.776.999.969.482.420
21/05/2012;17.514.999.389.648.400
22/05/2012;174.5
23/05/2012;16.689.999.389.648.400
24/05/2012;16.689.999.389.648.400
25/05/2012;1.678.000.030.517.570
29/05/2012;16.539.999.389.648.400
30/05/2012;16.439.999.389.648.400
31/05/2012;16.064.999.389.648.400
01/06/2012;157.5
04/06/2012;1.584.499.969.482.420
05/06/2012;1.561.999.969.482.420
06/06/2012;15.589.999.389.648.400
07/06/2012;15.664.999.389.648.400
08/06/2012;15.560.000.610.351.500
11/06/2012;15.510.000.610.351.500
12/06/2012;1.541.999.969.482.420
13/06/2012;152.5
14/06/2012;1.491.999.969.482.420
15/06/2012;1.500.500.030.517.570
18/06/2012;1.495.500.030.517.570
19/06/2012;15.660.000.610.351.500
20/06/2012;150.75
21/06/2012;157.75
22/06/2012;15.514.999.389.648.400
25/06/2012;1.586.999.969.482.420
26/06/2012;16.539.999.389.648.400
27/06/2012;164.5
28/06/2012;163.0
29/06/2012;17.010.000.610.351.500
02/07/2012;1.743.000.030.517.570
03/07/2012;18.010.000.610.351.500
05/07/2012;179.25
06/07/2012;17.589.999.389.648.400
09/07/2012;181.75
10/07/2012;183.75
11/07/2012;1.826.999.969.482.420
12/07/2012;18.114.999.389.648.400
13/07/2012;1.844.499.969.482.420
16/07/2012;1.825.500.030.517.570
17/07/2012;180.75
18/07/2012;18.139.999.389.648.400
19/07/2012;1.881.999.969.482.420
20/07/2012;1.869.499.969.482.420
23/07/2012;18.510.000.610.351.500
24/07/2012;1.754.499.969.482.420
25/07/2012;1.763.000.030.517.570
26/07/2012;1.740.500.030.517.570
27/07/2012;1.736.999.969.482.420
30/07/2012;17.835.000.610.351.500
31/07/2012;17.439.999.389.648.400
01/08/2012;17.460.000.610.351.500
02/08/2012;17.164.999.389.648.400
03/08/2012;1.738.000.030.517.570
06/08/2012;175.5
07/08/2012;17.264.999.389.648.400
08/08/2012;170.5
09/08/2012;1.664.499.969.482.420
10/08/2012;166.25
13/08/2012;16.410.000.610.351.500
14/08/2012;1.630.500.030.517.570
15/08/2012;16.189.999.389.648.400
16/08/2012;15.885.000.610.351.500
17/08/2012;1.603.000.030.517.570
20/08/2012;1.611.999.969.482.420
21/08/2012;16.064.999.389.648.400
22/08/2012;1.589.499.969.482.420
23/08/2012;160.25
24/08/2012;16.260.000.610.351.500
27/08/2012;1.670.500.030.517.570
28/08/2012;167.75
29/08/2012;16.639.999.389.648.400
30/08/2012;163.0
31/08/2012;1.645.500.030.517.570
04/09/2012;16.489.999.389.648.400
05/09/2012;1.604.499.969.482.420
06/09/2012;15.789.999.389.648.400
07/09/2012;1.626.999.969.482.420
10/09/2012;17.339.999.389.648.400
11/09/2012;177.25
12/09/2012;17.714.999.389.648.400
13/09/2012;178.5
14/09/2012;1.808.000.030.517.570
17/09/2012;1.750.500.030.517.570
18/09/2012;17.739.999.389.648.400
19/09/2012;17.439.999.389.648.400
20/09/2012;16.860.000.610.351.500
21/09/2012;1.733.000.030.517.570
24/09/2012;1.723.000.030.517.570
25/09/2012;17.364.999.389.648.400
26/09/2012;1.694.499.969.482.420
27/09/2012;1.743.000.030.517.570
28/09/2012;173.5
01/10/2012;1.780.500.030.517.570
02/10/2012;18.364.999.389.648.400
03/10/2012;1.810.500.030.517.570
04/10/2012;1.750.500.030.517.570
05/10/2012;16.810.000.610.351.500
08/10/2012;16.910.000.610.351.500
09/10/2012;1.653.000.030.517.570
10/10/2012;1.634.499.969.482.420
11/10/2012;160.75
12/10/2012;1.616.999.969.482.420
15/10/2012;16.085.000.610.351.500
16/10/2012;1.628.000.030.517.570
17/10/2012;161.5
18/10/2012;15.860.000.610.351.500
19/10/2012;16.164.999.389.648.400
22/10/2012;164.5
23/10/2012;16.085.000.610.351.500
24/10/2012;1.598.000.030.517.570
25/10/2012;161.0
26/10/2012;157.75
31/10/2012;15.464.999.389.648.400
01/11/2012;1.534.499.969.482.420
02/11/2012;1.546.999.969.482.420
05/11/2012;15.089.999.389.648.400
06/11/2012;15.060.000.610.351.500
07/11/2012;1.511.999.969.482.420
08/11/2012;15.139.999.389.648.400
09/11/2012;14.989.999.389.648.400
12/11/2012;1.530.500.030.517.570
13/11/2012;146.0
14/11/2012;1.476.999.969.482.420
15/11/2012;149.0
16/11/2012;1.473.000.030.517.570
19/11/2012;15.139.999.389.648.400
20/11/2012;143.75
21/11/2012;1.448.000.030.517.570
23/11/2012;14.214.999.389.648.400
26/11/2012;13.989.999.389.648.400
27/11/2012;1.398.000.030.517.570
28/11/2012;14.464.999.389.648.400
29/11/2012;14.614.999.389.648.400
30/11/2012;14.210.000.610.351.500
03/12/2012;1.416.999.969.482.420
04/12/2012;13.735.000.610.351.500
05/12/2012;13.960.000.610.351.500
06/12/2012;1.404.499.969.482.420
07/12/2012;14.210.000.610.351.500
10/12/2012;13.810.000.610.351.500
11/12/2012;14.114.999.389.648.400
12/12/2012;13.814.999.389.648.400
13/12/2012;135.25
14/12/2012;13.739.999.389.648.400
17/12/2012;1.379.499.969.482.420
18/12/2012;133.5
19/12/2012;14.489.999.389.648.400
20/12/2012;1.429.499.969.482.420
21/12/2012;14.660.000.610.351.500
24/12/2012;147.0
26/12/2012;1.483.000.030.517.570
27/12/2012;14.789.999.389.648.400
28/12/2012;14.685.000.610.351.500
31/12/2012;1.438.000.030.517.570
02/01/2013;14.939.999.389.648.400
03/01/2013;146.5
04/01/2013;14.735.000.610.351.500
07/01/2013;15.039.999.389.648.400
08/01/2013;14.814.999.389.648.400
09/01/2013;14.789.999.389.648.400
10/01/2013;14.964.999.389.648.400
11/01/2013;15.335.000.610.351.500
14/01/2013;1.533.000.030.517.570
15/01/2013;152.5
16/01/2013;153.0
17/01/2013;155.5
18/01/2013;1.563.000.030.517.570
22/01/2013;14.860.000.610.351.500
23/01/2013;15.039.999.389.648.400
24/01/2013;1.465.500.030.517.570
25/01/2013;1.483.000.030.517.570
28/01/2013;149.0
29/01/2013;1.498.000.030.517.570
30/01/2013;1.476.999.969.482.420
31/01/2013;1.469.499.969.482.420
01/02/2013;1.479.499.969.482.420
04/02/2013;14.435.000.610.351.500
05/02/2013;1.440.500.030.517.570
06/02/2013;14.210.000.610.351.500
07/02/2013;1.403.000.030.517.570
08/02/2013;1.410.500.030.517.570
11/02/2013;14.014.999.389.648.400
12/02/2013;14.064.999.389.648.400
13/02/2013;138.75
14/02/2013;138.0
15/02/2013;1.369.499.969.482.420
19/02/2013;136.5
20/02/2013;141.0
21/02/2013;141.75
22/02/2013;14.310.000.610.351.500
25/02/2013;14.260.000.610.351.500
26/02/2013;14.289.999.389.648.400
27/02/2013;14.239.999.389.648.400
28/02/2013;14.264.999.389.648.400
01/03/2013;14.289.999.389.648.400
04/03/2013;1.459.499.969.482.420
05/03/2013;140.5
06/03/2013;14.060.000.610.351.500
07/03/2013;1.424.499.969.482.420
08/03/2013;14.335.000.610.351.500
11/03/2013;1.430.500.030.517.570
12/03/2013;14.164.999.389.648.400
13/03/2013;1.400.500.030.517.570
14/03/2013;13.889.999.389.648.400
15/03/2013;136.5
18/03/2013;13.314.999.389.648.400
19/03/2013;13.310.000.610.351.500
20/03/2013;13.360.000.610.351.500
21/03/2013;133.75
22/03/2013;1.353.000.030.517.570
25/03/2013;13.560.000.610.351.500
26/03/2013;13.760.000.610.351.500
27/03/2013;13.660.000.610.351.500
28/03/2013;13.714.999.389.648.400
01/04/2013;13.839.999.389.648.400
02/04/2013;13.614.999.389.648.400
03/04/2013;1.394.499.969.482.420
04/04/2013;139.5
05/04/2013;14.014.999.389.648.400
08/04/2013;13.589.999.389.648.400
09/04/2013;13.539.999.389.648.400
10/04/2013;1.360.500.030.517.570
11/04/2013;1.368.000.030.517.570
12/04/2013;135.25
15/04/2013;1.344.499.969.482.420
16/04/2013;13.585.000.610.351.500
17/04/2013;13.610.000.610.351.500
18/04/2013;13.889.999.389.648.400
19/04/2013;14.164.999.389.648.400
22/04/2013;142.5
23/04/2013;1.375.500.030.517.570
24/04/2013;13.839.999.389.648.400
25/04/2013;1.371.999.969.482.420
26/04/2013;13.389.999.389.648.400
29/04/2013;13.360.000.610.351.500
30/04/2013;1.349.499.969.482.420
01/05/2013;134.5
02/05/2013;1.389.499.969.482.420
03/05/2013;1.403.000.030.517.570
06/05/2013;14.135.000.610.351.500
07/05/2013;1.423.000.030.517.570
08/05/2013;14.414.999.389.648.400
09/05/2013;1.458.000.030.517.570
10/05/2013;1.438.000.030.517.570
13/05/2013;1.445.500.030.517.570
14/05/2013;14.164.999.389.648.400
15/05/2013;138.0
16/05/2013;13.835.000.610.351.500
17/05/2013;13.560.000.610.351.500
20/05/2013;13.385.000.610.351.500
21/05/2013;1.326.999.969.482.420
22/05/2013;1.284.499.969.482.420
23/05/2013;1.300.500.030.517.570
24/05/2013;127.25
28/05/2013;12.644.999.694.824.200
29/05/2013;1.275.999.984.741.210
30/05/2013;1.258.499.984.741.210
31/05/2013;12.705.000.305.175.700
03/06/2013;129.0
04/06/2013;1.276.500.015.258.780
05/06/2013;12.744.999.694.824.200
06/06/2013;1.294.499.969.482.420
07/06/2013;12.694.999.694.824.200
10/06/2013;128.75
11/06/2013;12.769.999.694.824.200
12/06/2013;122.75
13/06/2013;12.369.999.694.824.200
14/06/2013;122.25
17/06/2013;1.223.499.984.741.210
18/06/2013;122.0
19/06/2013;122.75
20/06/2013;1.176.500.015.258.780
21/06/2013;11.869.999.694.824.200
24/06/2013;11.944.999.694.824.200
25/06/2013;120.25
26/06/2013;1.181.500.015.258.780
27/06/2013;1.215.999.984.741.210
28/06/2013;120.0
01/07/2013;12.119.999.694.824.200
02/07/2013;1.240.999.984.741.210
03/07/2013;1.211.500.015.258.780
05/07/2013;12.094.999.694.824.200
08/07/2013;123.25
09/07/2013;12.205.000.305.175.700
10/07/2013;12.144.999.694.824.200
11/07/2013;1.231.500.015.258.780
12/07/2013;1.191.500.015.258.780
15/07/2013;1.229.000.015.258.780
16/07/2013;1.255.999.984.741.210
17/07/2013;12.755.000.305.175.700
18/07/2013;1.271.500.015.258.780
19/07/2013;1.225.999.984.741.210
22/07/2013;12.530.000.305.175.700
23/07/2013;1.260.999.984.741.210
24/07/2013;121.25
25/07/2013;12.480.000.305.175.700
26/07/2013;122.25
29/07/2013;1.211.500.015.258.780
30/07/2013;12.030.000.305.175.700
31/07/2013;1.185.999.984.741.210
01/08/2013;1.155.999.984.741.210
02/08/2013;118.25
05/08/2013;1.196.500.015.258.780
06/08/2013;1.179.000.015.258.780
07/08/2013;12.105.000.305.175.700
08/08/2013;12.205.000.305.175.700
09/08/2013;1.229.000.015.258.780
12/08/2013;12.344.999.694.824.200
13/08/2013;1.205.999.984.741.210
14/08/2013;1.226.500.015.258.780
15/08/2013;1.218.499.984.741.210
16/08/2013;120.5
19/08/2013;119.25
20/08/2013;11.494.999.694.824.200
21/08/2013;113.5
22/08/2013;11.319.999.694.824.200
23/08/2013;11.305.000.305.175.700
26/08/2013;11.405.000.305.175.700
27/08/2013;1.131.500.015.258.780
28/08/2013;1.145.999.984.741.210
29/08/2013;1.131.500.015.258.780
30/08/2013;1.120.999.984.741.210
03/09/2013;11.280.000.305.175.700
04/09/2013;11.255.000.305.175.700
05/09/2013;11.255.000.305.175.700
06/09/2013;11.394.999.694.824.200
09/09/2013;1.138.499.984.741.210
10/09/2013;1.123.499.984.741.210
11/09/2013;11.644.999.694.824.200
12/09/2013;116.25
13/09/2013;11.555.000.305.175.700
16/09/2013;11.480.000.305.175.700
17/09/2013;11.105.000.305.175.700
18/09/2013;11.130.000.305.175.700
19/09/2013;11.580.000.305.175.700
20/09/2013;1.146.500.015.258.780
23/09/2013;11.705.000.305.175.700
24/09/2013;1.178.499.984.741.210
25/09/2013;117.25
26/09/2013;1.156.500.015.258.780
27/09/2013;11.369.999.694.824.200
30/09/2013;11.369.999.694.824.200
01/10/2013;1.140.999.984.741.210
02/10/2013;11.444.999.694.824.200
03/10/2013;1.153.499.984.741.210
04/10/2013;1.144.000.015.258.780
07/10/2013;114.5
08/10/2013;11.505.000.305.175.700
09/10/2013;115.25
10/10/2013;1.144.000.015.258.780
11/10/2013;11.669.999.694.824.200
14/10/2013;117.0
15/10/2013;11.644.999.694.824.200
16/10/2013;1.158.499.984.741.210
17/10/2013;11.469.999.694.824.200
18/10/2013;1.146.500.015.258.780
21/10/2013;11.269.999.694.824.200
22/10/2013;11.194.999.694.824.200
23/10/2013;11.055.000.305.175.700
24/10/2013;11.030.000.305.175.700
25/10/2013;1.090.999.984.741.210
28/10/2013;10.755.000.305.175.700
29/10/2013;10.694.999.694.824.200
30/10/2013;1.068.499.984.741.210
31/10/2013;1.054.000.015.258.780
01/11/2013;10.555.000.305.175.700
04/11/2013;10.369.999.694.824.200
05/11/2013;10.344.999.694.824.200
06/11/2013;101.5
07/11/2013;10.394.999.694.824.200
08/11/2013;10.405.000.305.175.700
11/11/2013;103.25
12/11/2013;10.580.000.305.175.700
13/11/2013;10.305.000.305.175.700
14/11/2013;1.025.999.984.741.210
15/11/2013;105.75
18/11/2013;105.75
19/11/2013;1.046.500.015.258.780
20/11/2013;1.073.499.984.741.210
21/11/2013;11.044.999.694.824.200
22/11/2013;1.070.999.984.741.210
25/11/2013;1.080.999.984.741.210
26/11/2013;1.081.500.015.258.780
27/11/2013;1.075.999.984.741.210
29/11/2013;110.25
02/12/2013;1.094.000.015.258.780
03/12/2013;10.955.000.305.175.700
04/12/2013;10.780.000.305.175.700
05/12/2013;1.054.000.015.258.780
06/12/2013;10.580.000.305.175.700
09/12/2013;105.5
10/12/2013;1.096.500.015.258.780
11/12/2013;1.090.999.984.741.210
12/12/2013;11.069.999.694.824.200
13/12/2013;114.5
16/12/2013;11.469.999.694.824.200
17/12/2013;11.355.000.305.175.700
18/12/2013;1.150.999.984.741.210
19/12/2013;113.75
20/12/2013;11.530.000.305.175.700
23/12/2013;1.158.499.984.741.210
24/12/2013;114.75
26/12/2013;11.544.999.694.824.200
27/12/2013;1.163.499.984.741.210
30/12/2013;11.469.999.694.824.200
31/12/2013;11.069.999.694.824.200
02/01/2014;1.114.000.015.258.780
03/01/2014;1.163.499.984.741.210
06/01/2014;121.0
07/01/2014;117.25
08/01/2014;1.209.000.015.258.780
09/01/2014;1.193.499.984.741.210
10/01/2014;1.206.500.015.258.780
13/01/2014;1.198.499.984.741.210
14/01/2014;11.919.999.694.824.200
15/01/2014;11.719.999.694.824.200
16/01/2014;1.183.499.984.741.210
17/01/2014;1.171.500.015.258.780
21/01/2014;11.619.999.694.824.200
22/01/2014;1.148.499.984.741.210
23/01/2014;11.519.999.694.824.200
24/01/2014;1.144.000.015.258.780
27/01/2014;1.138.499.984.741.210
28/01/2014;1.146.500.015.258.780
29/01/2014;1.170.999.984.741.210
30/01/2014;120.0
31/01/2014;12.519.999.694.824.200
03/02/2014;1.359.499.969.482.420
04/02/2014;136.25
05/02/2014;14.310.000.610.351.500
06/02/2014;135.75
07/02/2014;1.356.999.969.482.420
10/02/2014;1.361.999.969.482.420
11/02/2014;13.714.999.389.648.400
12/02/2014;1.410.500.030.517.570
13/02/2014;1.396.999.969.482.420
