Date;Close
07/09/2004;671.500.015.258.789
08/09/2004;6.755.000.305.175.780
09/09/2004;7.019.999.694.824.210
10/09/2004;704.000.015.258.789
13/09/2004;7.355.000.305.175.780
14/09/2004;74.0
15/09/2004;7.330.000.305.175.780
16/09/2004;7.469.999.694.824.210
17/09/2004;753.499.984.741.211
20/09/2004;7.719.999.694.824.210
21/09/2004;816.500.015.258.789
22/09/2004;8.355.000.305.175.780
23/09/2004;8.105.000.305.175.780
24/09/2004;83.0
27/09/2004;86.0
28/09/2004;810.999.984.741.211
29/09/2004;824.000.015.258.789
30/09/2004;823.499.984.741.211
01/10/2004;801.500.015.258.789
04/10/2004;7.619.999.694.824.210
05/10/2004;781.500.015.258.789
06/10/2004;776.500.015.258.789
07/10/2004;781.500.015.258.789
08/10/2004;7.719.999.694.824.210
11/10/2004;758.499.984.741.211
12/10/2004;74.5
13/10/2004;7.380.000.305.175.780
14/10/2004;73.25
15/10/2004;746.500.015.258.789
18/10/2004;738.499.984.741.211
19/10/2004;7.294.999.694.824.210
20/10/2004;746.500.015.258.789
21/10/2004;7.555.000.305.175.780
22/10/2004;750.999.984.741.211
25/10/2004;755.999.984.741.211
26/10/2004;7.580.000.305.175.780
27/10/2004;779.000.015.258.789
28/10/2004;7.769.999.694.824.210
29/10/2004;744.000.015.258.789
01/11/2004;7.419.999.694.824.210
02/11/2004;7.569.999.694.824.210
03/11/2004;771.500.015.258.789
04/11/2004;779.000.015.258.789
05/11/2004;7.830.000.305.175.780
08/11/2004;798.499.984.741.211
09/11/2004;80.0
10/11/2004;813.499.984.741.211
11/11/2004;8.144.999.694.824.210
12/11/2004;80.5
15/11/2004;916.500.015.258.789
16/11/2004;8.605.000.305.175.780
17/11/2004;8.805.000.305.175.780
18/11/2004;889.000.015.258.789
19/11/2004;87.25
22/11/2004;893.499.984.741.211
23/11/2004;89.25
24/11/2004;889.000.015.258.789
29/11/2004;946.500.015.258.789
30/11/2004;9.444.999.694.824.210
01/12/2004;9.569.999.694.824.210
02/12/2004;949.000.015.258.789
03/12/2004;949.000.015.258.789
06/12/2004;94.5
07/12/2004;945.999.984.741.211
08/12/2004;95.25
09/12/2004;9.530.000.305.175.780
10/12/2004;9.480.000.305.175.780
13/12/2004;914.000.015.258.789
14/12/2004;9.169.999.694.824.210
15/12/2004;9.780.000.305.175.780
16/12/2004;98.0
17/12/2004;10.230.000.305.175.700
20/12/2004;1.050.999.984.741.210
21/12/2004;10.505.000.305.175.700
22/12/2004;101.25
23/12/2004;1.050.999.984.741.210
27/12/2004;10.469.999.694.824.200
28/12/2004;10.519.999.694.824.200
29/12/2004;10.794.999.694.824.200
30/12/2004;103.75
03/01/2005;1.030.999.984.741.210
04/01/2005;10.144.999.694.824.200
05/01/2005;98.5
06/01/2005;9.680.000.305.175.780
07/01/2005;96.25
10/01/2005;955.999.984.741.211
11/01/2005;956.500.015.258.789
12/01/2005;988.499.984.741.211
13/01/2005;1.010.999.984.741.210
14/01/2005;1.000.999.984.741.210
18/01/2005;1.044.000.015.258.780
19/01/2005;1.040.999.984.741.210
20/01/2005;102.0
21/01/2005;103.25
24/01/2005;1.046.500.015.258.780
25/01/2005;105.75
26/01/2005;1.050.999.984.741.210
27/01/2005;10.319.999.694.824.200
28/01/2005;10.530.000.305.175.700
31/01/2005;1.053.499.984.741.210
01/02/2005;10.580.000.305.175.700
02/02/2005;1.049.000.015.258.780
03/02/2005;10.530.000.305.175.700
04/02/2005;110.5
07/02/2005;112.75
08/02/2005;11.169.999.694.824.200
09/02/2005;11.244.999.694.824.200
10/02/2005;1.138.499.984.741.210
11/02/2005;11.344.999.694.824.200
14/02/2005;1.124.000.015.258.780
15/02/2005;11.780.000.305.175.700
16/02/2005;1.168.499.984.741.210
17/02/2005;11.705.000.305.175.700
18/02/2005;11.805.000.305.175.700
22/02/2005;1.150.999.984.741.210
23/02/2005;12.155.000.305.175.700
24/02/2005;11.919.999.694.824.200
25/02/2005;115.25
28/02/2005;1.191.500.015.258.780
01/03/2005;11.905.000.305.175.700
02/03/2005;1.193.499.984.741.210
03/03/2005;1.209.000.015.258.780
04/03/2005;1.218.499.984.741.210
07/03/2005;128.0
08/03/2005;13.064.999.389.648.400
09/03/2005;129.5
10/03/2005;135.75
11/03/2005;1.344.499.969.482.420
14/03/2005;132.5
15/03/2005;135.0
16/03/2005;13.460.000.610.351.500
17/03/2005;13.510.000.610.351.500
18/03/2005;13.160.000.610.351.500
21/03/2005;13.064.999.389.648.400
22/03/2005;13.135.000.610.351.500
23/03/2005;125.25
24/03/2005;1.209.000.015.258.780
28/03/2005;1.223.499.984.741.210
29/03/2005;12.205.000.305.175.700
30/03/2005;125.0
31/03/2005;1.264.000.015.258.780
01/04/2005;12.394.999.694.824.200
04/04/2005;12.305.000.305.175.700
05/04/2005;1.260.999.984.741.210
06/04/2005;12.469.999.694.824.200
07/04/2005;12.194.999.694.824.200
08/04/2005;1.168.499.984.741.210
11/04/2005;113.5
12/04/2005;1.148.499.984.741.210
13/04/2005;1.145.999.984.741.210
14/04/2005;11.105.000.305.175.700
15/04/2005;11.255.000.305.175.700
18/04/2005;11.194.999.694.824.200
19/04/2005;118.0
20/04/2005;1.218.499.984.741.210
21/04/2005;119.75
22/04/2005;12.480.000.305.175.700
25/04/2005;1.244.000.015.258.780
26/04/2005;12.960.000.610.351.500
27/04/2005;1.304.499.969.482.420
28/04/2005;128.0
29/04/2005;1.251.500.015.258.780
02/05/2005;12.069.999.694.824.200
03/05/2005;1.190.999.984.741.210
04/05/2005;12.269.999.694.824.200
05/05/2005;1.203.499.984.741.210
06/05/2005;1.219.000.015.258.780
09/05/2005;12.144.999.694.824.200
10/05/2005;1.191.500.015.258.780
11/05/2005;1.221.500.015.258.780
12/05/2005;1.199.000.015.258.780
13/05/2005;119.0
16/05/2005;113.75
17/05/2005;11.569.999.694.824.200
18/05/2005;11.605.000.305.175.700
19/05/2005;11.680.000.305.175.700
20/05/2005;117.0
23/05/2005;1.181.500.015.258.780
24/05/2005;1.196.500.015.258.780
25/05/2005;1.224.000.015.258.780
26/05/2005;12.369.999.694.824.200
27/05/2005;1.219.000.015.258.780
31/05/2005;1.183.499.984.741.210
01/06/2005;11.805.000.305.175.700
02/06/2005;122.0
03/06/2005;12.555.000.305.175.700
06/06/2005;1.240.999.984.741.210
07/06/2005;125.75
08/06/2005;1.214.000.015.258.780
09/06/2005;1.164.000.015.258.780
10/06/2005;113.0
13/06/2005;109.75
14/06/2005;110.75
15/06/2005;1.111.500.015.258.780
16/06/2005;10.955.000.305.175.700
17/06/2005;1.075.999.984.741.210
20/06/2005;109.0
21/06/2005;107.75
22/06/2005;11.080.000.305.175.700
23/06/2005;1.084.000.015.258.780
24/06/2005;10.544.999.694.824.200
27/06/2005;10.269.999.694.824.200
28/06/2005;10.430.000.305.175.700
29/06/2005;1.030.999.984.741.210
30/06/2005;1.046.500.015.258.780
01/07/2005;1.020.999.984.741.210
05/07/2005;10.219.999.694.824.200
06/07/2005;1.046.500.015.258.780
07/07/2005;104.5
08/07/2005;1.041.500.015.258.780
11/07/2005;101.75
12/07/2005;1.023.499.984.741.210
13/07/2005;102.5
14/07/2005;1.061.500.015.258.780
15/07/2005;103.25
18/07/2005;978.499.984.741.211
19/07/2005;941.500.015.258.789
20/07/2005;9.844.999.694.824.210
21/07/2005;989.000.015.258.789
22/07/2005;9.944.999.694.824.210
25/07/2005;1.020.999.984.741.210
26/07/2005;1.018.499.984.741.210
27/07/2005;993.499.984.741.211
28/07/2005;10.180.000.305.175.700
29/07/2005;1.031.500.015.258.780
01/08/2005;1.021.500.015.258.780
02/08/2005;1.065.999.984.741.210
03/08/2005;105.75
04/08/2005;106.25
05/08/2005;1.053.499.984.741.210
08/08/2005;10.230.000.305.175.700
09/08/2005;1.025.999.984.741.210
10/08/2005;10.569.999.694.824.200
11/08/2005;106.75
12/08/2005;1.049.000.015.258.780
15/08/2005;961.500.015.258.789
16/08/2005;969.000.015.258.789
17/08/2005;97.75
18/08/2005;9.530.000.305.175.780
19/08/2005;960.999.984.741.211
22/08/2005;963.499.984.741.211
23/08/2005;9.894.999.694.824.210
24/08/2005;961.500.015.258.789
25/08/2005;931.500.015.258.789
26/08/2005;916.500.015.258.789
29/08/2005;925.999.984.741.211
30/08/2005;94.5
31/08/2005;97.75
01/09/2005;10.194.999.694.824.200
02/09/2005;100.0
06/09/2005;9.744.999.694.824.210
07/09/2005;91.5
08/09/2005;9.269.999.694.824.210
09/09/2005;9.219.999.694.824.210
12/09/2005;8.905.000.305.175.780
13/09/2005;886.500.015.258.789
14/09/2005;914.000.015.258.789
15/09/2005;893.499.984.741.211
16/09/2005;8.819.999.694.824.210
19/09/2005;8.444.999.694.824.210
20/09/2005;91.75
21/09/2005;903.499.984.741.211
22/09/2005;9.130.000.305.175.780
23/09/2005;89.0
26/09/2005;881.500.015.258.789
27/09/2005;886.500.015.258.789
28/09/2005;934.000.015.258.789
29/09/2005;9.294.999.694.824.210
30/09/2005;9.344.999.694.824.210
03/10/2005;928.499.984.741.211
04/10/2005;9.269.999.694.824.210
05/10/2005;9.369.999.694.824.210
06/10/2005;93.5
07/10/2005;948.499.984.741.211
10/10/2005;989.000.015.258.789
11/10/2005;100.75
12/10/2005;10.130.000.305.175.700
13/10/2005;1.003.499.984.741.210
14/10/2005;996.500.015.258.789
17/10/2005;1.040.999.984.741.210
18/10/2005;1.046.500.015.258.780
19/10/2005;10.405.000.305.175.700
20/10/2005;10.569.999.694.824.200
21/10/2005;10.344.999.694.824.200
24/10/2005;1.031.500.015.258.780
25/10/2005;10.369.999.694.824.200
26/10/2005;10.169.999.694.824.200
27/10/2005;1.001.500.015.258.780
28/10/2005;983.499.984.741.211
31/10/2005;966.500.015.258.789
01/11/2005;970.999.984.741.211
02/11/2005;10.105.000.305.175.700
03/11/2005;103.75
04/11/2005;1.039.000.015.258.780
07/11/2005;10.294.999.694.824.200
08/11/2005;1.078.499.984.741.210
09/11/2005;1.069.000.015.258.780
10/11/2005;106.75
11/11/2005;10.694.999.694.824.200
14/11/2005;998.499.984.741.211
15/11/2005;96.5
16/11/2005;9.655.000.305.175.780
17/11/2005;98.0
18/11/2005;9.680.000.305.175.780
21/11/2005;9.905.000.305.175.780
22/11/2005;986.500.015.258.789
23/11/2005;974.000.015.258.789
28/11/2005;961.500.015.258.789
29/11/2005;9.569.999.694.824.210
30/11/2005;93.0
01/12/2005;924.000.015.258.789
02/12/2005;90.75
05/12/2005;918.499.984.741.211
06/12/2005;9.269.999.694.824.210
07/12/2005;92.0
08/12/2005;9.280.000.305.175.780
09/12/2005;92.75
12/12/2005;9.644.999.694.824.210
13/12/2005;954.000.015.258.789
14/12/2005;9.319.999.694.824.210
15/12/2005;943.499.984.741.211
16/12/2005;943.499.984.741.211
19/12/2005;980.999.984.741.211
20/12/2005;1.024.000.015.258.780
21/12/2005;10.119.999.694.824.200
22/12/2005;10.280.000.305.175.700
23/12/2005;1.025.999.984.741.210
27/12/2005;10.619.999.694.824.200
28/12/2005;107.0
29/12/2005;1.069.000.015.258.780
30/12/2005;1.070.999.984.741.210
03/01/2006;1.085.999.984.741.210
04/01/2006;1.106.500.015.258.780
05/01/2006;11.744.999.694.824.200
06/01/2006;11.955.000.305.175.700
09/01/2006;1.201.500.015.258.780
10/01/2006;1.190.999.984.741.210
11/01/2006;11.719.999.694.824.200
12/01/2006;11.755.000.305.175.700
13/01/2006;11.994.999.694.824.200
17/01/2006;12.380.000.305.175.700
18/01/2006;1.215.999.984.741.210
19/01/2006;1.194.000.015.258.780
20/01/2006;1.184.000.015.258.780
23/01/2006;12.044.999.694.824.200
24/01/2006;1.224.000.015.258.780
25/01/2006;12.305.000.305.175.700
26/01/2006;1.228.499.984.741.210
27/01/2006;12.430.000.305.175.700
30/01/2006;1.219.000.015.258.780
31/01/2006;11.819.999.694.824.200
01/02/2006;117.25
02/02/2006;118.0
03/02/2006;1.175.999.984.741.210
06/02/2006;11.319.999.694.824.200
07/02/2006;1.149.000.015.258.780
08/02/2006;11.344.999.694.824.200
09/02/2006;11.380.000.305.175.700
10/02/2006;1.150.999.984.741.210
13/02/2006;10.944.999.694.824.200
14/02/2006;10.755.000.305.175.700
15/02/2006;10.780.000.305.175.700
16/02/2006;106.0
17/02/2006;10.944.999.694.824.200
21/02/2006;1.111.500.015.258.780
22/02/2006;109.5
23/02/2006;11.094.999.694.824.200
24/02/2006;11.094.999.694.824.200
27/02/2006;1.083.499.984.741.210
28/02/2006;11.180.000.305.175.700
01/03/2006;11.219.999.694.824.200
02/03/2006;1.100.999.984.741.210
03/03/2006;1.120.999.984.741.210
06/03/2006;109.0
07/03/2006;10.669.999.694.824.200
08/03/2006;106.75
09/03/2006;1.068.499.984.741.210
10/03/2006;10.569.999.694.824.200
13/03/2006;1.044.000.015.258.780
14/03/2006;1.045.999.984.741.210
15/03/2006;1.070.999.984.741.210
16/03/2006;10.530.000.305.175.700
17/03/2006;1.036.500.015.258.780
20/03/2006;1.040.999.984.741.210
21/03/2006;10.544.999.694.824.200
22/03/2006;1.041.500.015.258.780
23/03/2006;1.049.000.015.258.780
24/03/2006;10.530.000.305.175.700
27/03/2006;10.594.999.694.824.200
28/03/2006;10.555.000.305.175.700
29/03/2006;1.043.499.984.741.210
30/03/2006;1.085.999.984.741.210
31/03/2006;107.0
03/04/2006;10.944.999.694.824.200
04/04/2006;10.705.000.305.175.700
05/04/2006;10.805.000.305.175.700
06/04/2006;1.088.499.984.741.210
07/04/2006;1.083.499.984.741.210
10/04/2006;1.081.500.015.258.780
11/04/2006;104.75
12/04/2006;10.469.999.694.824.200
13/04/2006;105.25
17/04/2006;1.066.500.015.258.780
18/04/2006;10.919.999.694.824.200
19/04/2006;1.100.999.984.741.210
20/04/2006;1.129.000.015.258.780
21/04/2006;112.0
24/04/2006;1.113.499.984.741.210
25/04/2006;10.669.999.694.824.200
26/04/2006;109.0
27/04/2006;105.5
28/04/2006;10.719.999.694.824.200
01/05/2006;1.070.999.984.741.210
02/05/2006;1.103.499.984.741.210
03/05/2006;1.088.499.984.741.210
04/05/2006;1.071.500.015.258.780
05/05/2006;106.5
08/05/2006;105.75
09/05/2006;10.705.000.305.175.700
10/05/2006;10.719.999.694.824.200
11/05/2006;10.269.999.694.824.200
12/05/2006;10.180.000.305.175.700
15/05/2006;995.999.984.741.211
16/05/2006;1.008.499.984.741.210
17/05/2006;98.25
18/05/2006;996.500.015.258.789
19/05/2006;1.006.500.015.258.780
22/05/2006;995.999.984.741.211
23/05/2006;1.014.000.015.258.780
24/05/2006;9.980.000.305.175.780
25/05/2006;986.500.015.258.789
26/05/2006;980.999.984.741.211
30/05/2006;98.75
31/05/2006;9.894.999.694.824.210
01/06/2006;9.994.999.694.824.210
02/06/2006;101.25
05/06/2006;9.844.999.694.824.210
06/06/2006;960.999.984.741.211
07/06/2006;96.0
08/06/2006;9.644.999.694.824.210
09/06/2006;959.000.015.258.789
12/06/2006;956.500.015.258.789
13/06/2006;9.530.000.305.175.780
14/06/2006;9.605.000.305.175.780
15/06/2006;9.655.000.305.175.780
16/06/2006;95.25
19/06/2006;9.494.999.694.824.210
20/06/2006;9.544.999.694.824.210
21/06/2006;950.999.984.741.211
22/06/2006;9.569.999.694.824.210
23/06/2006;9.530.000.305.175.780
26/06/2006;945.999.984.741.211
27/06/2006;953.499.984.741.211
28/06/2006;9.769.999.694.824.210
29/06/2006;97.5
30/06/2006;99.5
03/07/2006;102.0
05/07/2006;1.018.499.984.741.210
06/07/2006;10.130.000.305.175.700
07/07/2006;984.000.015.258.789
10/07/2006;990.999.984.741.211
11/07/2006;983.499.984.741.211
12/07/2006;9.855.000.305.175.780
13/07/2006;993.499.984.741.211
14/07/2006;97.0
17/07/2006;95.75
18/07/2006;960.999.984.741.211
19/07/2006;959.000.015.258.789
20/07/2006;9.580.000.305.175.780
21/07/2006;955.999.984.741.211
24/07/2006;9.405.000.305.175.780
25/07/2006;950.999.984.741.211
26/07/2006;95.5
27/07/2006;9.680.000.305.175.780
28/07/2006;994.000.015.258.789
31/07/2006;993.499.984.741.211
01/08/2006;9.830.000.305.175.780
02/08/2006;10.369.999.694.824.200
03/08/2006;1.058.499.984.741.210
04/08/2006;10.544.999.694.824.200
07/08/2006;1.071.500.015.258.780
08/08/2006;1.070.999.984.741.210
09/08/2006;1.076.500.015.258.780
10/08/2006;10.555.000.305.175.700
11/08/2006;10.430.000.305.175.700
14/08/2006;100.75
15/08/2006;1.028.499.984.741.210
16/08/2006;1.046.500.015.258.780
17/08/2006;10.355.000.305.175.700
18/08/2006;103.25
21/08/2006;107.0
22/08/2006;10.819.999.694.824.200
23/08/2006;1.073.499.984.741.210
24/08/2006;10.705.000.305.175.700
25/08/2006;10.619.999.694.824.200
28/08/2006;10.319.999.694.824.200
29/08/2006;10.330.000.305.175.700
30/08/2006;1.033.499.984.741.210
31/08/2006;104.0
01/09/2006;1.034.000.015.258.780
05/09/2006;10.644.999.694.824.200
06/09/2006;106.25
07/09/2006;103.5
08/09/2006;10.244.999.694.824.200
11/09/2006;100.25
12/09/2006;1.000.999.984.741.210
13/09/2006;100.5
14/09/2006;9.994.999.694.824.210
15/09/2006;986.500.015.258.789
18/09/2006;9.919.999.694.824.210
19/09/2006;10.044.999.694.824.200
20/09/2006;10.194.999.694.824.200
21/09/2006;10.355.000.305.175.700
22/09/2006;10.444.999.694.824.200
25/09/2006;1.066.500.015.258.780
26/09/2006;1.069.000.015.258.780
27/09/2006;1.069.000.015.258.780
28/09/2006;107.5
29/09/2006;1.076.500.015.258.780
02/10/2006;10.355.000.305.175.700
03/10/2006;104.25
04/10/2006;10.444.999.694.824.200
05/10/2006;104.5
06/10/2006;1.039.000.015.258.780
09/10/2006;10.305.000.305.175.700
10/10/2006;1.028.499.984.741.210
11/10/2006;10.305.000.305.175.700
12/10/2006;10.330.000.305.175.700
13/10/2006;10.405.000.305.175.700
16/10/2006;1.019.000.015.258.780
17/10/2006;10.244.999.694.824.200
18/10/2006;102.25
19/10/2006;1.018.499.984.741.210
20/10/2006;10.205.000.305.175.700
23/10/2006;1.068.499.984.741.210
24/10/2006;1.071.500.015.258.780
25/10/2006;1.068.499.984.741.210
26/10/2006;1.075.999.984.741.210
27/10/2006;108.0
30/10/2006;108.0
31/10/2006;108.25
01/11/2006;1.086.500.015.258.780
02/11/2006;11.055.000.305.175.700
03/11/2006;11.244.999.694.824.200
06/11/2006;11.319.999.694.824.200
07/11/2006;11.294.999.694.824.200
08/11/2006;115.75
09/11/2006;11.919.999.694.824.200
10/11/2006;1.158.499.984.741.210
13/11/2006;1.151.500.015.258.780
14/11/2006;11.580.000.305.175.700
15/11/2006;1.181.500.015.258.780
16/11/2006;116.5
17/11/2006;1.130.999.984.741.210
20/11/2006;1.151.500.015.258.780
21/11/2006;1.154.000.015.258.780
22/11/2006;11.555.000.305.175.700
27/11/2006;118.0
28/11/2006;1.203.499.984.741.210
29/11/2006;11.855.000.305.175.700
30/11/2006;11.969.999.694.824.200
01/12/2006;12.319.999.694.824.200
04/12/2006;12.019.999.694.824.200
05/12/2006;1.234.000.015.258.780
06/12/2006;12.169.999.694.824.200
07/12/2006;1.219.000.015.258.780
08/12/2006;1.218.499.984.741.210
11/12/2006;12.469.999.694.824.200
12/12/2006;1.238.499.984.741.210
13/12/2006;12.494.999.694.824.200
14/12/2006;12.505.000.305.175.700
15/12/2006;12.155.000.305.175.700
18/12/2006;12.069.999.694.824.200
19/12/2006;123.0
20/12/2006;126.75
21/12/2006;1.263.499.984.741.210
22/12/2006;1.254.000.015.258.780
26/12/2006;12.769.999.694.824.200
27/12/2006;12.889.999.389.648.400
28/12/2006;125.0
29/12/2006;12.619.999.694.824.200
03/01/2007;1.235.999.984.741.210
04/01/2007;125.0
05/01/2007;12.044.999.694.824.200
08/01/2007;1.200.999.984.741.210
09/01/2007;1.184.000.015.258.780
10/01/2007;120.75
11/01/2007;1.206.500.015.258.780
12/01/2007;12.030.000.305.175.700
16/01/2007;1.216.500.015.258.780
17/01/2007;1.215.999.984.741.210
18/01/2007;119.75
19/01/2007;11.969.999.694.824.200
22/01/2007;1.173.499.984.741.210
23/01/2007;1.156.500.015.258.780
24/01/2007;11.694.999.694.824.200
25/01/2007;116.0
26/01/2007;11.630.000.305.175.700
29/01/2007;1.165.999.984.741.210
30/01/2007;11.655.000.305.175.700
31/01/2007;1.176.500.015.258.780
01/02/2007;118.75
02/02/2007;1.183.499.984.741.210
05/02/2007;1.165.999.984.741.210
06/02/2007;116.5
07/02/2007;1.168.499.984.741.210
08/02/2007;11.555.000.305.175.700
09/02/2007;114.75
12/02/2007;1.139.000.015.258.780
13/02/2007;11.369.999.694.824.200
14/02/2007;11.405.000.305.175.700
15/02/2007;11.530.000.305.175.700
16/02/2007;11.319.999.694.824.200
20/02/2007;11.319.999.694.824.200
21/02/2007;1.151.500.015.258.780
22/02/2007;1.189.000.015.258.780
23/02/2007;119.25
26/02/2007;1.178.499.984.741.210
27/02/2007;11.730.000.305.175.700
28/02/2007;11.769.999.694.824.200
01/03/2007;116.0
02/03/2007;1.143.499.984.741.210
05/03/2007;11.055.000.305.175.700
06/03/2007;112.0
07/03/2007;1.110.999.984.741.210
08/03/2007;1.110.999.984.741.210
09/03/2007;111.5
12/03/2007;111.0
13/03/2007;11.019.999.694.824.200
14/03/2007;109.0
15/03/2007;1.096.500.015.258.780
16/03/2007;10.944.999.694.824.200
19/03/2007;1.075.999.984.741.210
20/03/2007;1.089.000.015.258.780
21/03/2007;112.5
22/03/2007;111.75
23/03/2007;1.133.499.984.741.210
26/03/2007;1.143.499.984.741.210
27/03/2007;11.244.999.694.824.200
28/03/2007;11.269.999.694.824.200
29/03/2007;1.105.999.984.741.210
30/03/2007;109.25
02/04/2007;1.085.999.984.741.210
03/04/2007;110.75
04/04/2007;11.055.000.305.175.700
05/04/2007;1.108.499.984.741.210
09/04/2007;1.096.500.015.258.780
10/04/2007;109.25
11/04/2007;10.944.999.694.824.200
12/04/2007;1.128.499.984.741.210
13/04/2007;11.180.000.305.175.700
16/04/2007;10.844.999.694.824.200
17/04/2007;1.095.999.984.741.210
18/04/2007;1.093.499.984.741.210
19/04/2007;108.5
20/04/2007;10.769.999.694.824.200
23/04/2007;1.063.499.984.741.210
24/04/2007;1.044.000.015.258.780
25/04/2007;1.043.499.984.741.210
26/04/2007;103.75
27/04/2007;104.0
30/04/2007;1.031.500.015.258.780
01/05/2007;1.018.499.984.741.210
02/05/2007;10.169.999.694.824.200
03/05/2007;1.013.499.984.741.210
04/05/2007;103.0
07/05/2007;1.019.000.015.258.780
08/05/2007;102.25
09/05/2007;103.25
10/05/2007;1.035.999.984.741.210
11/05/2007;10.280.000.305.175.700
14/05/2007;10.419.999.694.824.200
15/05/2007;1.046.500.015.258.780
16/05/2007;107.25
17/05/2007;1.103.499.984.741.210
18/05/2007;109.5
21/05/2007;112.0
22/05/2007;11.155.000.305.175.700
23/05/2007;11.205.000.305.175.700
24/05/2007;1.133.499.984.741.210
25/05/2007;1.129.000.015.258.780
29/05/2007;11.069.999.694.824.200
30/05/2007;1.113.499.984.741.210
31/05/2007;1.119.000.015.258.780
01/06/2007;1.174.000.015.258.780
04/06/2007;11.530.000.305.175.700
05/06/2007;11.655.000.305.175.700
06/06/2007;11.644.999.694.824.200
07/06/2007;11.694.999.694.824.200
08/06/2007;1.148.499.984.741.210
11/06/2007;1.154.000.015.258.780
12/06/2007;11.344.999.694.824.200
13/06/2007;1.145.999.984.741.210
14/06/2007;114.75
15/06/2007;11.469.999.694.824.200
18/06/2007;11.519.999.694.824.200
19/06/2007;1.133.499.984.741.210
20/06/2007;115.0
21/06/2007;11.455.000.305.175.700
22/06/2007;1.135.999.984.741.210
25/06/2007;110.0
26/06/2007;10.994.999.694.824.200
27/06/2007;1.104.000.015.258.780
28/06/2007;11.080.000.305.175.700
29/06/2007;111.0
02/07/2007;11.019.999.694.824.200
03/07/2007;1.090.999.984.741.210
05/07/2007;10.830.000.305.175.700
06/07/2007;107.25
09/07/2007;10.705.000.305.175.700
10/07/2007;108.5
11/07/2007;10.919.999.694.824.200
12/07/2007;1.094.000.015.258.780
13/07/2007;107.75
16/07/2007;109.25
17/07/2007;1.105.999.984.741.210
18/07/2007;112.5
19/07/2007;112.75
20/07/2007;114.0
23/07/2007;1.123.499.984.741.210
24/07/2007;115.75
25/07/2007;11.419.999.694.824.200
26/07/2007;1.114.000.015.258.780
27/07/2007;11.269.999.694.824.200
30/07/2007;11.294.999.694.824.200
31/07/2007;11.430.000.305.175.700
01/08/2007;1.130.999.984.741.210
02/08/2007;11.619.999.694.824.200
03/08/2007;1.176.500.015.258.780
06/08/2007;1.184.000.015.258.780
07/08/2007;11.744.999.694.824.200
08/08/2007;118.5
09/08/2007;119.5
10/08/2007;1.205.999.984.741.210
13/08/2007;120.75
14/08/2007;1.191.500.015.258.780
15/08/2007;11.919.999.694.824.200
16/08/2007;11.130.000.305.175.700
17/08/2007;11.555.000.305.175.700
20/08/2007;1.148.499.984.741.210
21/08/2007;114.25
22/08/2007;11.444.999.694.824.200
23/08/2007;1.158.499.984.741.210
24/08/2007;1.146.500.015.258.780
27/08/2007;1.130.999.984.741.210
28/08/2007;1.136.500.015.258.780
29/08/2007;1.126.500.015.258.780
30/08/2007;111.75
31/08/2007;1.126.500.015.258.780
04/09/2007;11.455.000.305.175.700
05/09/2007;11.244.999.694.824.200
06/09/2007;11.355.000.305.175.700
07/09/2007;113.75
10/09/2007;11.705.000.305.175.700
11/09/2007;11.655.000.305.175.700
12/09/2007;1.170.999.984.741.210
13/09/2007;11.619.999.694.824.200
14/09/2007;11.805.000.305.175.700
17/09/2007;125.0
18/09/2007;12.669.999.694.824.200
19/09/2007;13.135.000.610.351.500
20/09/2007;13.314.999.389.648.400
21/09/2007;12.989.999.389.648.400
24/09/2007;13.239.999.389.648.400
25/09/2007;13.310.000.610.351.500
26/09/2007;12.860.000.610.351.500
27/09/2007;1.288.000.030.517.570
28/09/2007;12.864.999.389.648.400
01/10/2007;13.485.000.610.351.500
02/10/2007;1.343.000.030.517.570
03/10/2007;13.585.000.610.351.500
04/10/2007;1.351.999.969.482.420
05/10/2007;137.0
08/10/2007;138.75
09/10/2007;133.75
10/10/2007;13.339.999.389.648.400
11/10/2007;138.25
12/10/2007;1.393.000.030.517.570
15/10/2007;1.300.500.030.517.570
16/10/2007;12.814.999.389.648.400
17/10/2007;1.295.500.030.517.570
18/10/2007;1.254.000.015.258.780
19/10/2007;125.0
22/10/2007;12.355.000.305.175.700
23/10/2007;1.238.499.984.741.210
24/10/2007;123.5
25/10/2007;1.205.999.984.741.210
26/10/2007;12.144.999.694.824.200
29/10/2007;1.223.499.984.741.210
30/10/2007;1.219.000.015.258.780
31/10/2007;1.213.499.984.741.210
01/11/2007;1.225.999.984.741.210
02/11/2007;1.189.000.015.258.780
05/11/2007;11.994.999.694.824.200
06/11/2007;12.069.999.694.824.200
07/11/2007;12.044.999.694.824.200
08/11/2007;1.219.000.015.258.780
09/11/2007;121.75
12/11/2007;121.75
13/11/2007;1.225.999.984.741.210
14/11/2007;12.419.999.694.824.200
15/11/2007;12.480.000.305.175.700
16/11/2007;1.249.000.015.258.780
19/11/2007;1.216.500.015.258.780
20/11/2007;1.243.499.984.741.210
21/11/2007;12.344.999.694.824.200
26/11/2007;1.220.999.984.741.210
27/11/2007;122.25
28/11/2007;12.580.000.305.175.700
29/11/2007;12.519.999.694.824.200
30/11/2007;12.594.999.694.824.200
03/12/2007;1.266.500.015.258.780
04/12/2007;1.273.499.984.741.210
05/12/2007;1.280.500.030.517.570
06/12/2007;1.259.000.015.258.780
07/12/2007;127.75
10/12/2007;1.301.999.969.482.420
